@relation 'Feature Vector'

@attribute SourceMethodLength numeric
@attribute SourceAssignmentCount numeric
@attribute SourceIfCount numeric
@attribute SourceIteratorCount numeric
@attribute SourceSwitchCount numeric
@attribute SourceCaseCount numeric
@attribute SourceReturnCount numeric
@attribute SourceTryStatementCount numeric
@attribute SourceDeclaredVariableCount numeric
@attribute SourceExpressionCount numeric
@attribute SourceDistinctTypeCount numeric
@attribute TargetMethodLength numeric
@attribute TargetAssignmentCount numeric
@attribute TargetIfCount numeric
@attribute TargetIteratorCount numeric
@attribute TargetSwitchCount numeric
@attribute TargetCaseCount numeric
@attribute TargetReturnCount numeric
@attribute TargetTryStatementCount numeric
@attribute TargetDeclaredVariableCount numeric
@attribute TargetExpressionCount numeric
@attribute TargetDistinctTypeCount numeric
@attribute @@class@@ {TYPE1,TYPE2,VST3,ST3,MT3,WT3,nonmatch}

@data
11,0,0,0,0,0,0,1,3,5,8,14,2,1,0,0,0,0,0,2,9,5,WT3
30,1,4,0,0,0,2,1,4,15,9,48,1,4,1,0,0,0,0,6,38,9,WT3
21,2,1,1,0,0,1,1,6,15,9,26,3,4,1,0,0,0,1,11,19,9,WT3
19,1,4,0,0,0,0,0,3,8,7,33,1,2,0,0,0,0,2,6,18,7,WT3
83,4,11,2,0,0,3,2,11,45,14,12,0,2,0,0,0,0,1,2,5,5,WT3
29,2,1,2,0,0,1,0,9,20,10,46,4,1,1,0,0,1,1,2,31,11,WT3
36,6,5,0,0,0,4,1,4,16,8,16,2,0,0,0,0,1,1,5,10,6,WT3
70,20,5,2,0,0,0,1,26,48,9,9,1,2,0,0,0,0,0,0,3,2,WT3
32,6,0,0,0,0,0,1,3,24,7,357,66,57,7,0,0,1,2,72,220,11,WT3
44,2,0,2,0,0,2,1,11,29,16,16,1,1,1,0,0,1,1,5,8,8,WT3
20,0,0,0,0,0,0,0,7,18,13,48,2,1,1,0,0,2,1,18,37,11,WT3
13,0,0,0,0,0,0,1,5,8,7,5,0,1,0,0,0,0,0,2,2,6,WT3
48,1,4,1,0,0,0,0,6,38,9,83,4,11,2,0,0,3,2,11,45,14,WT3
9,0,1,1,0,0,1,0,2,2,3,21,0,6,1,0,0,2,0,2,6,2,WT3
47,3,3,2,0,0,1,1,14,24,15,31,5,1,3,0,0,1,0,8,20,11,WT3
28,1,2,1,0,0,0,1,6,13,12,15,0,2,1,0,0,3,0,5,4,10,WT3
18,1,2,2,0,0,0,0,5,9,7,27,2,2,0,0,0,0,2,4,12,10,WT3
45,4,2,2,0,0,4,1,11,27,16,35,2,2,0,0,0,4,1,8,20,12,WT3
15,0,0,1,0,0,1,1,4,7,7,12,1,0,1,0,0,0,1,3,4,8,WT3
9,0,0,0,0,0,1,0,1,2,9,11,0,0,0,0,0,0,1,3,5,8,WT3
20,0,0,0,0,0,0,0,7,18,13,10,1,1,0,0,0,0,0,3,8,8,WT3
110,5,4,4,0,0,0,8,17,48,14,110,5,4,4,0,0,0,8,17,48,14,TYPE1
60,2,6,1,0,0,2,2,11,31,19,21,2,3,1,0,0,0,0,5,11,7,WT3
53,1,0,0,1,3,0,2,11,36,17,29,2,2,1,0,0,0,0,9,19,11,WT3
83,4,11,2,0,0,3,2,11,45,14,13,1,2,0,0,0,0,0,3,6,9,WT3
24,2,0,0,0,0,0,1,3,16,7,38,2,3,1,0,0,1,2,7,16,9,WT3
37,3,1,5,0,0,0,0,16,29,17,21,2,2,2,0,0,1,0,6,11,10,WT3
34,0,4,3,0,0,0,1,9,12,5,19,1,3,1,0,0,1,1,5,8,5,WT3
15,0,3,0,0,0,0,0,5,8,5,15,0,1,0,0,0,0,1,5,8,10,WT3
27,4,0,1,0,0,1,3,5,12,15,27,4,0,1,0,0,1,3,5,12,15,TYPE2
24,4,1,2,0,0,0,1,6,13,8,216,49,25,14,0,0,2,7,53,115,17,WT3
13,1,0,0,0,0,1,1,2,5,7,45,2,4,1,0,0,1,2,4,17,12,WT3
10,0,0,0,0,0,2,0,1,2,6,27,3,1,1,0,0,1,3,4,9,7,WT3
91,9,19,0,0,0,1,0,3,55,8,17,0,3,0,0,0,0,1,2,6,5,WT3
83,4,11,2,0,0,3,2,11,45,14,91,8,16,2,0,0,0,4,15,43,12,WT3
35,3,1,0,0,0,1,4,2,6,11,20,2,0,1,0,0,0,1,5,11,9,WT3
22,3,3,1,0,0,0,1,7,14,7,19,2,0,1,0,0,0,1,10,14,12,WT3
16,0,2,0,0,0,0,0,3,9,3,47,5,8,2,0,0,7,1,14,25,16,WT3
25,1,0,1,0,0,0,2,8,15,6,19,3,0,1,0,0,1,1,4,10,9,WT3
81,16,10,9,0,0,0,1,12,37,8,17,2,0,1,0,0,2,1,4,8,8,WT3
17,1,2,1,0,0,0,1,5,8,7,19,2,1,0,0,0,0,2,1,6,7,WT3
179,2,12,2,0,0,1,0,40,148,23,56,11,3,5,0,0,0,1,11,35,13,WT3
83,4,11,2,0,0,3,2,11,45,14,83,4,11,2,0,0,3,2,11,45,14,TYPE1
36,3,3,0,0,0,1,1,4,23,8,15,0,0,1,0,0,1,1,4,5,8,WT3
45,1,0,1,0,0,0,3,6,31,9,21,0,1,0,0,0,0,2,3,8,9,WT3
12,1,0,1,0,0,1,0,5,7,7,16,2,0,1,0,0,1,1,5,8,7,WT3
32,4,5,2,0,0,0,0,9,17,9,76,8,6,2,0,0,2,5,17,37,17,WT3
11,0,0,0,0,0,2,1,0,3,3,29,1,0,1,0,0,0,2,7,19,7,WT3
16,0,0,0,1,3,0,0,3,6,4,18,0,1,0,0,0,2,0,4,11,4,WT3
48,1,4,1,0,0,0,0,6,38,9,48,4,5,0,0,0,1,2,12,27,13,WT3
18,2,4,1,0,0,0,0,9,13,9,20,3,5,1,0,0,0,0,10,15,10,ST3
12,0,0,0,0,0,1,0,5,9,6,8,0,0,0,0,0,0,0,4,6,7,WT3
41,2,6,2,0,0,2,1,6,11,15,156,11,11,0,0,0,7,3,20,81,38,WT3
31,3,0,0,0,0,2,1,7,24,9,27,0,0,0,0,0,4,1,5,15,10,WT3
14,4,0,0,0,0,0,1,1,8,3,13,0,0,0,0,0,2,1,3,6,4,WT3
78,18,18,3,0,0,0,2,17,42,14,22,2,0,2,0,0,1,1,6,12,11,WT3
11,1,0,0,0,0,0,0,3,9,7,45,8,5,2,0,0,0,2,10,22,7,WT3
8,0,0,0,0,0,2,1,1,1,4,22,0,2,0,0,0,1,2,3,3,18,WT3
53,0,5,0,0,0,5,3,12,30,15,41,2,6,2,0,0,2,1,6,11,15,WT3
18,1,4,0,0,0,3,0,5,7,4,21,1,1,1,0,0,0,1,6,11,7,WT3
22,3,3,1,0,0,0,1,7,14,7,25,2,1,2,0,0,1,1,10,15,9,WT3
45,3,1,0,0,0,0,3,13,32,13,21,2,1,0,0,0,0,1,5,14,5,WT3
20,0,0,1,0,0,0,0,4,16,9,40,4,6,0,0,0,3,2,6,17,10,WT3
17,1,0,1,0,0,0,1,5,9,7,18,2,1,1,0,0,1,0,8,11,7,WT3
17,2,1,1,0,0,1,1,4,7,6,10,1,0,0,0,0,1,1,1,4,3,WT3
83,4,11,2,0,0,3,2,11,45,14,8,0,0,0,0,0,0,0,2,6,6,WT3
99,4,8,1,0,0,3,2,23,52,22,12,0,2,0,0,0,0,1,2,5,5,WT3
20,0,0,0,0,0,0,0,7,18,13,26,1,1,1,0,0,0,1,8,17,12,WT3
48,3,5,3,0,0,0,1,13,29,19,8,0,1,1,0,0,0,0,2,2,7,WT3
15,3,0,0,0,0,1,1,5,9,6,91,30,24,2,0,0,2,2,9,39,10,WT3
48,1,4,1,0,0,0,0,6,38,9,83,4,11,2,0,0,3,2,11,45,14,WT3
20,0,0,0,0,0,0,0,7,18,13,18,2,0,0,0,0,0,3,2,7,7,WT3
11,0,0,0,0,0,1,1,3,4,6,19,1,1,1,0,0,1,1,4,8,7,WT3
441,104,44,32,0,0,5,9,136,297,31,48,6,8,0,0,0,0,3,7,16,9,WT3
49,0,8,1,0,0,0,1,11,22,9,22,0,0,0,0,0,0,0,3,6,8,WT3
76,5,10,0,0,0,1,3,15,37,24,28,0,2,0,0,0,1,1,8,16,13,WT3
16,0,1,0,0,0,0,1,6,8,11,20,9,1,0,0,0,1,0,5,15,10,WT3
31,5,1,2,0,0,1,0,13,23,14,12,0,0,0,0,0,1,0,6,8,7,WT3
107,19,25,3,0,0,0,2,17,60,17,14,1,1,1,0,0,0,1,4,7,5,WT3
29,1,6,1,0,0,3,0,4,7,4,14,0,3,2,0,0,1,0,3,4,2,WT3
33,1,3,2,0,0,0,1,8,16,11,16,3,0,0,0,0,0,2,3,6,7,WT3
32,0,1,0,1,4,2,1,5,12,9,69,4,5,2,0,0,0,5,9,23,18,WT3
60,6,9,4,0,0,1,1,15,22,21,151,12,27,3,0,0,1,3,27,63,36,WT3
76,3,7,3,0,0,0,2,18,42,14,55,4,3,4,0,0,0,1,18,30,14,WT3
34,1,3,2,0,0,0,1,11,21,16,9,0,4,0,0,0,0,0,0,3,1,WT3
45,5,1,0,0,0,1,5,7,21,9,48,2,4,1,0,0,0,2,8,25,15,WT3
20,0,0,0,0,0,0,0,7,18,13,20,0,2,0,0,0,0,2,3,7,6,WT3
19,0,2,0,0,0,0,1,3,9,7,121,31,24,2,0,0,0,4,26,88,36,WT3
16,1,0,1,0,0,2,1,5,7,7,33,2,2,1,0,0,0,0,13,29,11,WT3
50,16,3,1,0,0,3,1,20,40,15,35,7,4,0,0,0,5,0,18,28,20,WT3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,1,TYPE1
28,0,2,0,0,0,3,1,5,12,15,55,4,2,2,0,0,0,1,12,32,18,WT3
59,6,6,1,0,0,0,2,10,40,14,37,9,3,0,0,0,0,1,8,26,9,WT3
86,19,5,2,0,0,3,2,6,60,8,96,10,3,5,0,0,1,4,14,47,14,WT3
74,6,6,4,0,0,0,3,20,47,20,24,2,1,1,0,0,3,1,6,11,11,WT3
8,0,1,1,0,0,0,0,1,2,1,12,0,2,1,0,0,1,0,1,2,2,MT3
83,4,11,2,0,0,3,2,11,45,14,34,3,3,1,0,0,0,4,5,14,10,WT3
57,6,3,2,0,0,0,3,18,39,15,24,1,3,0,0,0,0,2,1,9,3,WT3
48,1,4,1,0,0,0,0,6,38,9,173,17,16,2,0,0,4,6,30,110,31,WT3
14,0,0,1,0,0,1,1,3,6,7,19,1,0,2,0,0,0,1,5,9,9,WT3
45,5,14,1,0,0,0,3,10,27,10,14,1,0,1,0,0,0,1,5,9,6,WT3
35,10,1,2,0,0,1,0,10,26,15,27,3,3,2,0,0,0,0,6,12,8,WT3
26,12,1,2,0,0,0,0,8,18,3,17,5,1,2,0,0,0,0,3,7,3,nonmatch
81,16,10,9,0,0,0,1,12,37,8,9,0,0,0,0,0,0,0,4,7,7,WT3
14,1,0,1,0,0,0,0,5,10,8,38,7,2,3,0,0,0,1,9,21,10,WT3
9,0,0,0,0,0,1,1,1,2,5,14,1,2,0,0,0,1,1,0,2,3,WT3
6,0,2,1,0,0,3,0,3,1,3,6,0,2,1,0,0,3,0,3,1,3,TYPE1
21,2,3,0,0,0,1,2,3,9,6,49,8,1,5,0,0,0,0,10,35,6,WT3
10,0,0,0,0,0,1,1,2,4,5,36,3,5,1,0,0,1,0,13,22,11,WT3
83,6,12,5,0,0,1,5,23,27,20,50,11,5,1,0,0,1,1,4,24,13,WT3
34,4,3,0,0,0,0,3,6,15,6,77,6,0,1,0,0,0,3,9,64,13,WT3
12,1,0,0,0,0,1,1,3,5,6,21,1,0,2,0,0,1,1,8,11,9,WT3
26,3,2,1,0,0,0,2,4,11,7,83,4,11,2,0,0,3,2,11,45,14,WT3
37,3,4,1,0,0,0,4,5,10,11,22,0,2,0,0,0,2,0,7,13,10,WT3
10,0,0,0,0,0,0,1,2,5,7,13,2,2,0,0,0,0,1,4,8,7,WT3
10,1,0,0,0,0,0,1,2,4,6,25,2,0,1,0,0,1,1,5,6,12,WT3
33,4,1,1,0,0,0,1,7,21,7,326,107,22,2,0,0,0,1,108,257,24,WT3
16,2,1,1,0,0,1,1,3,6,4,35,3,5,0,0,0,2,1,8,16,10,WT3
21,2,2,1,0,0,1,1,6,10,7,23,1,1,1,0,0,2,1,6,9,7,WT3
24,3,1,1,0,0,0,1,5,14,6,24,5,0,1,0,0,1,1,9,16,10,WT3
20,0,0,0,0,0,0,0,7,18,13,14,1,0,0,0,0,0,1,2,6,7,WT3
14,3,0,0,0,0,0,1,4,9,4,20,4,0,2,0,0,0,1,4,11,7,WT3
5,0,2,0,0,0,3,0,0,0,1,5,0,2,0,0,0,3,0,0,0,1,TYPE1
110,5,4,4,0,0,0,8,17,48,14,34,2,2,1,0,0,0,1,11,23,10,WT3
14,0,0,0,0,0,1,2,3,5,7,50,2,6,1,0,0,3,3,9,21,12,WT3
12,0,2,0,0,0,0,0,2,8,7,13,2,0,0,0,0,0,0,5,11,5,WT3
22,3,0,1,0,0,0,1,9,15,20,29,3,4,0,0,0,2,1,5,13,6,WT3
33,0,4,2,0,0,2,1,9,20,10,33,0,1,1,0,0,3,1,7,21,8,WT3
30,2,1,0,0,0,3,3,5,13,8,13,2,2,0,0,0,1,0,2,5,11,WT3
48,1,4,1,0,0,0,0,6,38,9,61,4,6,0,0,0,1,3,9,30,13,WT3
31,0,3,1,0,0,1,2,5,13,10,36,4,1,2,0,0,1,1,8,21,12,WT3
17,1,1,0,0,0,0,1,4,9,6,38,7,1,2,0,0,0,2,9,24,9,WT3
13,1,0,0,0,0,2,1,3,6,5,25,1,2,0,0,0,2,1,9,14,8,WT3
19,0,0,0,0,0,0,1,5,13,9,28,0,1,1,0,0,2,1,8,17,10,WT3
23,0,3,1,0,0,0,1,4,8,3,23,0,6,1,0,0,0,1,6,12,8,WT3
30,1,4,0,0,0,2,1,4,15,9,291,18,36,10,0,0,1,3,102,175,36,WT3
14,2,0,0,0,0,0,1,2,8,5,113,11,12,2,0,0,1,1,21,70,14,WT3
43,11,3,2,0,0,0,1,11,28,14,10,1,0,1,0,0,1,0,3,5,7,WT3
11,0,0,1,0,0,1,1,3,3,7,21,1,3,0,0,0,2,1,7,14,8,WT3
81,16,10,9,0,0,0,1,12,37,8,81,16,10,9,0,0,0,1,12,37,8,TYPE1
53,13,11,0,0,0,4,1,12,34,9,10,0,2,0,0,0,3,0,1,1,10,WT3
20,0,0,0,0,0,0,0,7,18,13,6,1,0,1,0,0,0,0,2,4,5,WT3
24,5,0,1,0,0,1,1,9,16,9,110,5,4,4,0,0,0,8,17,48,14,WT3
9,0,0,0,0,0,0,1,2,4,5,25,2,0,1,0,0,1,1,5,6,12,WT3
20,0,0,0,0,0,0,0,7,18,13,26,1,4,1,0,0,3,2,4,8,10,WT3
34,1,0,1,0,0,0,2,11,23,14,13,2,0,0,0,0,0,0,4,11,6,WT3
7,0,1,0,0,0,0,0,1,3,2,17,1,4,0,0,0,0,0,3,8,7,WT3
17,0,1,0,0,0,3,1,2,6,5,10,0,1,0,0,0,0,0,3,7,5,WT3
114,9,11,9,0,0,3,1,29,68,12,13,0,2,0,0,0,2,0,2,4,8,WT3
33,1,3,1,0,0,0,1,4,18,2,9,0,1,1,0,0,1,0,2,2,2,WT3
13,1,0,0,0,0,0,1,4,7,9,51,7,4,4,0,0,1,1,12,28,18,WT3
27,3,3,2,0,0,0,0,6,12,8,43,5,1,4,0,0,0,1,11,26,11,WT3
47,10,2,1,0,0,1,3,9,28,13,15,1,0,1,0,0,0,0,8,10,9,WT3
15,0,0,1,0,0,1,1,4,7,7,25,1,1,2,0,0,0,1,9,13,8,WT3
19,1,4,0,0,0,0,0,3,8,7,20,2,3,0,0,0,0,0,3,12,3,WT3
61,3,10,3,0,0,2,2,14,21,15,38,7,5,2,0,0,1,1,12,22,13,WT3
11,1,0,0,0,0,0,1,2,5,8,11,2,2,0,0,0,0,1,2,6,6,WT3
34,5,10,1,0,0,0,3,8,21,7,14,1,0,1,0,0,0,1,5,9,6,WT3
14,1,2,1,0,0,0,1,4,7,7,18,0,1,0,0,0,0,1,6,9,7,WT3
20,0,0,0,0,0,0,0,7,18,13,24,0,0,0,0,0,0,0,9,22,11,WT3
20,1,0,2,0,0,0,1,6,12,6,30,3,0,2,0,0,2,2,6,15,12,WT3
48,1,4,1,0,0,0,0,6,38,9,83,4,11,2,0,0,3,2,11,45,14,WT3
22,2,3,0,0,0,1,1,5,10,10,106,13,13,1,0,0,1,4,17,61,12,WT3
20,0,0,0,0,0,0,0,7,18,13,11,0,0,0,0,0,0,1,2,6,6,WT3
21,1,0,2,0,0,0,0,11,15,8,14,1,0,1,0,0,2,1,4,7,6,WT3
35,5,7,0,0,0,1,2,3,17,8,19,0,0,0,0,0,0,0,2,17,3,WT3
71,6,3,0,0,0,3,1,23,59,23,14,0,2,0,0,0,3,1,3,3,12,WT3
11,0,0,0,0,0,0,1,3,5,8,14,1,0,1,0,0,0,0,5,10,7,WT3
48,0,8,3,0,0,0,3,9,22,7,17,1,0,0,0,0,1,1,4,10,7,WT3
17,0,0,0,0,0,1,1,6,6,12,8,0,0,0,0,0,1,1,1,1,5,WT3
21,3,0,1,0,0,0,2,2,9,7,20,0,0,1,0,0,0,1,7,12,10,WT3
19,0,0,0,0,0,0,0,2,17,3,45,3,6,1,0,0,3,2,12,29,13,WT3
83,4,11,2,0,0,3,2,11,45,14,13,0,1,1,0,0,0,0,5,8,6,WT3
42,1,2,0,0,0,0,1,15,32,13,85,5,10,3,0,0,0,1,23,53,22,WT3
13,0,1,0,0,0,2,1,4,6,6,24,2,3,1,0,0,2,1,5,13,9,WT3
496,0,29,0,0,0,0,0,0,434,0,7,0,0,0,0,0,0,0,2,5,6,nonmatch
12,0,1,1,0,0,0,0,3,5,6,38,1,3,2,0,0,0,1,6,19,8,WT3
28,2,1,1,0,0,3,1,7,16,11,38,3,0,6,0,0,0,0,8,24,13,WT3
20,2,6,2,0,0,6,0,7,9,6,11,3,3,1,0,0,3,0,3,6,1,WT3
5,2,1,0,0,0,1,0,0,2,1,8,0,0,0,0,0,1,1,0,1,4,WT3
20,0,0,0,0,0,0,0,7,18,13,166,68,15,1,0,0,1,1,37,127,14,WT3
15,0,3,1,0,0,0,0,2,4,2,9,2,2,1,0,0,1,0,3,4,3,WT3
15,0,1,0,0,0,2,1,1,4,5,12,1,0,1,0,0,0,0,4,7,8,nonmatch
24,1,2,1,0,0,1,0,4,13,8,33,2,4,0,0,0,3,1,4,17,10,WT3
13,3,1,0,0,0,1,0,2,10,2,28,2,4,1,0,0,3,0,8,12,8,WT3
31,2,1,1,0,0,3,3,9,14,10,21,0,3,2,0,0,0,0,7,12,8,WT3
179,2,12,2,0,0,1,0,40,148,23,14,1,0,1,0,0,1,1,1,6,6,WT3
13,0,2,1,0,0,1,0,2,3,3,12,1,1,1,0,0,2,0,3,3,2,WT3
22,1,1,0,0,0,0,1,4,13,8,29,2,2,0,0,0,0,1,8,20,8,WT3
49,5,0,4,0,0,0,4,17,27,11,24,2,0,1,0,0,0,2,4,14,8,WT3
31,5,1,1,0,0,1,1,12,21,11,40,8,4,2,0,0,3,2,9,19,8,WT3
6,0,2,1,0,0,3,0,3,1,3,6,0,2,1,0,0,3,0,3,1,3,TYPE1
9,0,0,1,0,0,0,0,3,5,5,81,16,10,9,0,0,0,1,12,37,8,WT3
20,0,0,0,0,0,0,0,7,18,13,20,0,0,0,0,0,0,0,7,18,13,TYPE1
10,1,0,0,0,0,1,1,2,4,3,18,2,1,1,0,0,1,1,5,8,6,WT3
9,5,0,2,0,0,0,0,2,7,2,17,5,1,2,0,0,0,0,3,7,2,nonmatch
40,0,4,0,0,0,3,1,11,11,11,16,2,2,0,0,0,1,1,1,3,4,WT3
30,1,4,1,0,0,1,0,7,18,5,20,1,2,1,0,0,1,0,6,11,5,WT3
22,3,3,1,0,0,0,1,7,14,7,28,1,2,2,0,0,1,0,8,17,13,WT3
25,4,1,2,0,0,0,1,10,18,14,128,25,21,2,0,0,0,3,25,69,18,WT3
20,0,0,0,0,0,0,0,7,18,13,81,16,10,9,0,0,0,1,12,37,8,WT3
6,1,0,0,0,0,0,0,0,4,3,23,1,3,0,0,0,2,0,4,12,8,WT3
40,2,5,0,0,0,3,3,5,15,9,25,0,0,0,0,0,0,1,4,19,9,WT3
43,4,3,5,0,0,0,0,13,23,13,10,0,0,0,0,0,0,0,3,8,5,WT3
178,2,12,2,0,0,1,0,40,147,23,27,5,0,1,0,0,0,0,5,23,9,WT3
44,12,2,3,0,0,2,1,14,25,11,40,5,2,1,0,0,0,1,12,31,12,WT3
13,1,0,2,0,0,1,1,4,3,3,10,3,0,2,0,0,1,0,3,3,3,WT3
12,0,0,0,0,0,2,1,3,5,9,8,0,0,0,0,0,0,0,4,6,7,WT3
8,0,0,0,0,0,1,0,5,5,10,9,0,0,0,0,0,1,0,4,5,9,WT3
13,0,0,0,0,0,2,1,5,6,7,11,1,1,1,0,0,1,0,5,6,10,WT3
5,1,0,1,0,0,0,0,2,3,5,7,0,0,0,0,0,0,0,2,5,6,nonmatch
47,15,3,1,0,0,1,2,17,36,14,7,0,0,0,0,0,0,0,2,5,5,WT3
24,0,2,0,0,0,0,2,2,11,4,29,2,4,0,0,0,0,1,1,7,7,WT3
17,1,1,1,0,0,2,1,4,10,9,48,1,4,1,0,0,0,0,6,38,9,WT3
46,1,8,2,0,0,1,2,17,22,15,59,26,2,0,0,0,0,1,20,50,14,WT3
19,0,0,1,0,0,0,1,3,11,7,27,2,0,2,0,0,0,1,9,18,14,WT3
25,3,2,0,0,0,0,3,3,10,8,22,0,3,0,0,0,0,0,9,14,8,WT3
13,0,1,2,0,0,0,0,5,6,7,10,0,0,0,0,0,0,0,2,8,6,WT3
23,4,3,1,0,0,1,1,5,13,6,19,0,1,3,0,0,0,0,6,14,8,WT3
113,11,12,2,0,0,1,1,21,70,14,44,5,4,1,0,0,0,1,12,25,11,WT3
86,19,5,2,0,0,3,2,6,60,8,27,3,1,1,0,0,1,1,6,15,7,WT3
55,10,13,0,0,0,6,5,2,21,7,46,1,8,2,0,0,1,2,17,22,15,WT3
42,5,12,1,0,0,0,3,6,22,7,8,0,0,0,0,0,0,1,1,2,6,WT3
20,0,0,0,0,0,0,0,7,18,13,37,3,4,1,0,0,0,4,5,10,11,WT3
20,0,0,0,0,0,0,0,7,18,13,17,1,1,0,0,0,2,1,2,7,6,WT3
34,5,10,1,0,0,0,3,8,21,7,34,3,0,1,0,0,0,0,7,24,14,WT3
14,0,0,0,0,0,1,2,3,5,7,28,0,2,0,0,0,3,1,5,12,15,WT3
114,9,11,9,0,0,3,1,29,68,12,30,0,2,0,0,0,1,1,10,14,15,WT3
34,6,1,0,0,0,0,1,1,22,14,29,6,6,0,0,0,1,1,6,14,10,WT3
31,0,4,1,0,0,0,1,10,15,15,28,3,0,2,0,0,0,1,6,18,10,WT3
32,2,1,2,0,0,2,1,10,18,16,22,1,2,2,0,0,0,0,9,12,8,WT3
48,1,4,1,0,0,0,0,6,38,9,83,4,11,2,0,0,3,2,11,45,14,WT3
18,1,0,1,0,0,1,0,6,13,8,22,2,1,1,0,0,1,2,6,11,7,WT3
94,15,6,3,0,0,0,5,22,67,21,15,0,2,1,0,0,1,1,4,6,6,WT3
13,2,0,0,0,0,1,0,1,6,6,63,10,4,5,0,0,1,1,12,38,12,WT3
83,4,11,2,0,0,3,2,11,45,14,27,3,2,1,0,0,0,3,4,11,9,WT3
19,0,2,1,0,0,2,1,4,7,8,43,8,3,2,0,0,1,1,9,26,9,WT3
18,1,0,1,0,0,1,0,6,13,8,28,1,2,2,0,0,1,0,8,17,13,WT3
34,3,0,1,0,0,0,1,12,25,9,42,3,0,2,0,0,0,4,9,22,10,WT3
20,0,0,0,0,0,0,0,7,18,13,8,0,0,0,0,0,0,0,5,6,10,WT3
12,0,0,0,0,0,2,1,3,5,5,35,5,2,1,0,0,0,2,8,22,8,WT3
17,0,0,0,0,0,1,1,6,6,12,11,1,1,1,0,0,1,0,5,6,10,WT3
17,4,1,1,0,0,1,0,5,10,6,10,0,0,0,0,0,1,1,2,3,5,WT3
63,0,0,0,0,0,0,2,2,53,12,29,0,1,0,0,0,3,1,6,18,11,WT3
19,0,1,0,0,0,0,1,3,10,8,18,2,2,1,0,0,0,0,6,11,7,WT3
20,0,0,0,0,0,0,0,7,18,13,80,10,13,1,0,0,1,2,12,39,28,WT3
79,10,13,1,0,0,4,1,17,46,17,13,1,0,1,0,0,1,0,4,8,6,WT3
58,13,6,2,0,0,5,2,13,30,10,47,5,8,2,0,0,7,1,14,25,16,WT3
14,0,1,0,0,0,0,1,3,7,7,17,2,4,0,0,0,1,0,4,10,5,WT3
20,0,0,0,0,0,0,0,7,18,13,83,4,11,2,0,0,3,2,11,45,14,WT3
131,5,26,3,0,0,5,4,25,72,36,7,0,0,0,0,0,0,0,2,5,5,WT3
141,14,17,3,0,0,3,1,25,100,16,32,7,3,1,0,0,0,1,6,18,8,WT3
63,0,0,0,0,0,0,2,2,53,12,64,0,0,0,0,0,0,2,2,54,12,VST3
59,2,10,3,0,0,0,1,16,37,13,27,2,2,0,0,0,2,1,5,16,7,WT3
15,0,2,1,0,0,1,1,4,6,6,61,3,10,3,0,0,2,2,14,21,15,WT3
11,1,0,0,0,0,0,0,4,9,6,16,0,0,0,0,0,0,1,4,11,8,WT3
20,0,0,0,0,0,0,0,7,18,13,48,5,3,0,1,4,0,3,5,22,15,WT3
59,2,10,3,0,0,0,1,16,37,13,31,2,5,0,0,0,0,1,9,21,13,WT3
106,3,5,6,0,0,3,0,28,79,23,26,1,0,2,0,0,0,1,7,16,15,WT3
83,4,11,2,0,0,3,2,11,45,14,24,1,0,1,0,0,0,1,8,15,9,WT3
20,0,0,0,0,0,0,0,7,18,13,19,1,0,2,0,0,2,1,4,10,9,WT3
33,3,2,1,0,0,2,1,10,20,14,8,0,0,0,0,0,1,0,2,5,4,WT3
39,0,0,1,0,0,1,1,8,17,16,10,0,0,0,0,0,1,1,1,2,8,WT3
13,0,0,0,0,0,0,1,5,8,7,11,0,2,0,0,0,0,0,3,9,12,WT3
7,0,0,0,0,0,0,0,2,5,5,62,9,3,3,0,0,2,1,20,42,10,WT3
18,1,0,2,0,0,0,1,5,9,6,110,5,4,4,0,0,0,8,17,48,14,WT3
26,0,0,0,0,0,1,1,8,19,10,15,1,1,1,0,0,1,1,3,5,5,WT3
20,3,2,0,0,0,1,0,5,15,7,31,3,0,1,0,0,0,1,9,24,6,WT3
100,35,0,0,1,5,17,4,10,45,17,12,0,1,0,0,0,3,1,4,4,8,WT3
29,0,4,2,0,0,0,1,6,10,4,10,0,2,0,0,0,0,1,2,5,5,WT3
17,1,0,1,0,0,0,0,8,15,8,7,0,0,0,0,0,0,0,3,5,6,WT3
27,4,0,1,0,0,1,3,5,12,15,30,3,2,3,0,0,4,1,7,13,10,WT3
25,0,0,0,0,0,0,1,6,19,8,27,0,0,0,0,0,0,1,5,21,8,WT3
83,4,11,2,0,0,3,2,11,45,14,18,2,3,1,0,0,0,0,5,11,9,WT3
9,0,0,0,0,0,0,1,2,3,5,17,1,2,1,0,0,0,1,5,8,7,WT3
26,3,4,2,0,0,0,0,5,12,6,13,1,0,1,0,0,1,0,4,8,7,WT3
15,3,3,0,0,0,1,0,2,7,8,49,3,10,6,0,0,2,0,15,31,25,WT3
81,8,9,4,0,0,1,3,19,44,23,59,0,0,1,0,0,0,1,15,54,16,WT3
39,4,4,1,0,0,2,2,11,27,11,60,3,0,3,0,0,0,0,24,52,18,WT3
106,13,13,1,0,0,1,4,17,61,12,16,1,0,0,0,0,0,1,4,9,6,WT3
56,4,14,2,0,0,9,2,8,16,7,28,4,2,0,0,0,0,1,6,17,7,WT3
